global_iso_id,molec_id,local_iso_id,nu,sw,a,elower,gp,gp,gpp,nu-err,sw-err,nu-ref,sw-ref
   38, 7,3, 7863.782439, 3.121E-31, 1.136E-04, 1381.4787,  378,  378,  378,5,5,1179, 851
   37, 7,2, 7863.946099, 6.539E-29, 3.902E-05,   77.8353,   13,   13,   15,5,6,1179, 855
   37, 7,2, 7864.170043, 2.524E-31, 3.208E-05, 1518.1547,   67,   67,   65,5,5,1179, 855
   36, 7,1, 7864.220726, 1.566E-30, 2.506E-07, 1420.7632,   63,   63,   61,5,4,1483,1484
   36, 7,1, 7864.220726, 2.015E-28, 3.225E-05, 1420.7632,   63,   63,   61,5,5,1483,1484
   38, 7,3, 7864.251898, 5.741E-32, 3.092E-05, 1468.4486,  390,  390,  378,5,5,1179, 851
   36, 7,1, 7864.679543, 3.855E-30, 6.947E-05, 2340.8740,   49,   49,   47,4,6,1179, 855
   37, 7,2, 7864.687894, 2.150E-31, 2.726E-05, 1517.6368,   67,   67,   69,5,5,1179, 855
   36, 7,1, 7864.732683, 1.385E-30, 2.211E-07, 1420.2512,   63,   63,   65,5,4,1483,1484
   36, 7,1, 7864.732683, 1.644E-28, 2.625E-05, 1420.2512,   63,   63,   65,5,7,1483,1484
   38, 7,3, 7864.752169, 1.791E-29, 5.598E-05,   77.9481,   78,   78,   78,5,6,1179, 851
   37, 7,2, 7864.936382, 2.032E-30, 1.182E-04, 1344.5520,   63,   63,   63,5,5,1179, 855
   36, 7,1, 7864.965965, 1.577E-27, 1.165E-04, 1248.2013,   59,   59,   59,5,5,1483,1484
   38, 7,3, 7865.005312, 4.589E-31, 1.136E-04, 1295.5114,  366,  366,  366,5,5,1179, 851
   37, 7,2, 7865.447591, 3.785E-31, 3.219E-05, 1429.1487,   65,   65,   63,5,5,1179, 855
   38, 7,3, 7865.524640, 8.587E-32, 3.101E-05, 1379.7365,  378,  378,  366,5,5,1179, 851
   38, 7,3, 7865.799647, 1.018E-29, 3.454E-05,   60.3917,   66,   66,   78,5,6,1179, 851
   37, 7,2, 7865.916620, 9.876E-29, 5.841E-05,   75.8648,   13,   13,   13,5,6,1179, 855
   37, 7,2, 7865.948976, 3.206E-31, 2.720E-05, 1428.6473,   65,   65,   67,5,5,1179, 855
   38, 7,3, 7866.022202, 7.245E-32, 2.610E-05, 1379.2389,  378,  378,  390,5,5,1179, 851
   37, 7,2, 7866.125073, 2.956E-30, 1.182E-04, 1260.8794,   61,   61,   61,5,5,1179, 855
   38, 7,3, 7866.186890, 6.652E-31, 1.137E-04, 1212.2838,  354,  354,  354,5,5,1179, 851
   37, 7,2, 7866.684699, 5.597E-31, 3.229E-05, 1342.8037,   63,   63,   61,5,5,1179, 855
   36, 7,1, 7866.718593, 3.425E-30, 2.510E-07, 1246.4487,   59,   59,   57,5,4,1483,1484
   36, 7,1, 7866.718593, 4.417E-28, 3.237E-05, 1246.4487,   59,   59,   57,5,5,1483,1484
   38, 7,3, 7866.755919, 1.266E-31, 3.110E-05, 1293.7607,  366,  366,  354,5,5,1179, 851
   36, 7,1, 7866.860937, 3.485E-30, 6.217E-05, 2338.6926,   49,   49,   49,4,6,1179, 855
   37, 7,2, 7866.884437, 5.580E-29, 3.591E-05,   58.8313,   11,   11,   13,5,6,1179, 855
   37, 7,2, 7867.169589, 4.716E-31, 2.714E-05, 1342.3188,   63,   63,   65,5,5,1179, 855
   36, 7,1, 7867.195401, 3.011E-30, 2.202E-07, 1245.9719,   59,   59,   61,5,4,1483,1484
   36, 7,1, 7867.195401, 3.565E-28, 2.607E-05, 1245.9719,   59,   59,   61,5,7,1483,1484
   38, 7,3, 7867.236470, 1.062E-31, 2.603E-05, 1293.2802,  366,  366,  378,5,5,1179, 851
   37, 7,2, 7867.273670, 4.238E-30, 1.183E-04, 1179.8744,   59,   59,   59,5,5,1179, 855
   36, 7,1, 7867.276592, 3.236E-27, 1.162E-04, 1085.2033,   55,   55,   55,5,5,1483,1484
   38, 7,3, 7867.327357, 9.502E-31, 1.137E-04, 1131.7993,  342,  342,  342,5,5,1179, 851
   36, 7,1, 7867.653767, 2.198E-26, 3.061E-05,   44.2117,    9,    9,   11,5,6,1483,1484
   36, 7,1, 7867.653767, 4.654E-31, 6.481E-10,   44.2117,    9,    9,   11,5,6,1483,1484
   38, 7,3, 7867.787923, 1.643E-29, 5.523E-05,   58.4034,   66,   66,   66,5,6,1179, 851
   37, 7,2, 7867.881556, 8.163E-31, 3.239E-05, 1259.1230,   61,   61,   59,5,5,1179, 855
   38, 7,3, 7867.945928, 1.842E-31, 3.123E-05, 1210.5248,  354,  354,  342,5,5,1179, 851
   36, 7,1, 7868.100502, 2.109E-30, 6.904E-05, 2479.6468,   53,   53,   51,4,5,1179, 855
   37, 7,2, 7868.349919, 6.838E-31, 2.707E-05, 1258.6546,   61,   61,   63,5,5,1179, 855
   37, 7,2, 7868.382350, 5.992E-30, 1.183E-04, 1101.5400,   57,   57,   57,5,5,1179, 855
   36, 7,1, 7868.407282, 2.420E-29, 3.806E-05, 1683.3616,   23,   23,   21,4,6,1179, 855
   38, 7,3, 7868.409431, 1.535E-31, 2.597E-05, 1210.0613,  354,  354,  366,5,5,1179, 851
   38, 7,3, 7868.426892, 1.338E-30, 1.137E-04, 1054.0610,  330,  330,  330,5,5,1179, 851
   38, 7,3, 7868.781215, 7.950E-30, 3.041E-05,   43.6517,   54,   54,   66,5,6,1179, 851
   37, 7,2, 7868.870457, 9.042E-29, 5.766E-05,   56.8452,   11,   11,   11,5,6,1179, 855
   37, 7,2, 7869.038344, 1.174E-30, 3.249E-05, 1178.1097,   59,   59,   57,5,5,1179, 855
   36, 7,1, 7869.046715, 7.059E-30, 2.514E-07, 1083.4332,   55,   55,   53,5,4,1483,1484
   36, 7,1, 7869.046715, 9.132E-28, 3.252E-05, 1083.4332,   55,   55,   53,5,5,1483,1484
   38, 7,3, 7869.094854, 2.640E-31, 3.133E-05, 1130.0318,  342,  342,  330,5,5,1179, 851
   36, 7,1, 7869.418840, 6.252E-27, 1.159E-04,  933.5309,   51,   51,   51,5,6,1483,1484
   37, 7,2, 7869.451280, 8.351E-30, 1.183E-04, 1025.8792,   55,   55,   55,5,5,1179, 855
   38, 7,3, 7869.485664, 1.856E-30, 1.138E-04,  979.0720,  318,  318,  318,5,5,1179, 851
   36, 7,1, 7869.488191, 6.167E-30, 2.192E-07, 1082.9917,   55,   55,   57,5,4,1483,1484
   36, 7,1, 7869.488191, 7.279E-28, 2.587E-05, 1082.9917,   55,   55,   57,5,7,1483,1484
   37, 7,2, 7869.490145, 9.776E-31, 2.700E-05, 1177.6579,   59,   59,   61,5,5,1179, 855
   38, 7,3, 7869.541266, 2.187E-31, 2.590E-05, 1129.5854,  342,  342,  354,5,5,1179, 851
   36, 7,1, 7869.641508, 1.960E-29, 2.705E-08,   42.2240,    9,    9,   13,5,4,1483,1484
   36, 7,1, 7869.665360, 2.507E-28, 3.459E-07,   42.2001,    9,    9,    9,5,4,1483,1484
   36, 7,1, 7869.665360, 3.913E-26, 5.399E-05,   42.2001,    9,    9,    9,5,6,1483,1484
   37, 7,2, 7869.785875, 4.351E-29, 3.164E-05,   42.5407,    9,    9,   11,5,6,1179, 855
   37, 7,2, 7870.155239, 1.666E-30, 3.262E-05, 1099.7671,   57,   57,   55,5,5,1179, 855
   38, 7,3, 7870.202877, 3.730E-31, 3.145E-05, 1052.2850,  330,  330,  318,5,5,1179, 851
   36, 7,1, 7870.299961, 1.923E-30, 6.231E-05, 2477.4473,   53,   53,   53,4,5,1179, 855
   37, 7,2, 7870.480621, 1.147E-29, 1.183E-04,  952.8950,   53,   53,   53,5,5,1179, 855
   38, 7,3, 7870.503839, 2.537E-30, 1.138E-04,  906.8353,  306,  306,  306,5,6,1179, 851
   37, 7,2, 7870.590438, 1.378E-30, 2.693E-05, 1099.3319,   57,   57,   59,5,5,1179, 855
   38, 7,3, 7870.632151, 3.068E-31, 2.582E-05, 1051.8558,  330,  330,  342,5,5,1179, 851
   38, 7,3, 7870.789388, 1.418E-29, 5.374E-05,   41.6435,   54,   54,   54,5,6,1179, 851
   36, 7,1, 7871.206603, 1.370E-29, 2.519E-07,  931.7432,   51,   51,   49,5,4,1483,1484
   36, 7,1, 7871.206603, 1.779E-27, 3.271E-05,  931.7432,   51,   51,   49,5,6,1483,1484
   37, 7,2, 7871.232413, 2.330E-30, 3.274E-05, 1024.0981,   55,   55,   53,5,5,1179, 855
   38, 7,3, 7871.270172, 5.195E-31, 3.158E-05,  977.2875,  318,  318,  306,5,5,1179, 851
   36, 7,1, 7871.330701, 1.087E-30, 6.865E-05, 2629.6432,   57,   57,   55,4,5,1179, 855
   36, 7,1, 7871.394084, 1.136E-26, 1.156E-04,  793.2087,   47,   47,   47,5,6,1483,1484
   37, 7,2, 7871.470530, 1.554E-29, 1.184E-04,  882.5901,   51,   51,   51,5,6,1179, 855
   38, 7,3, 7871.481576, 3.416E-30, 1.138E-04,  837.3536,  294,  294,  294,5,6,1179, 851
   36, 7,1, 7871.612517, 1.189E-29, 2.182E-07,  931.3373,   51,   51,   53,5,4,1483,1484
   36, 7,1, 7871.612517, 1.398E-27, 2.565E-05,  931.3373,   51,   51,   53,5,8,1483,1484
   37, 7,2, 7871.650966, 1.914E-30, 2.684E-05, 1023.6795,   55,   55,   57,5,5,1179, 855
   38, 7,3, 7871.682254, 4.241E-31, 2.573E-05,  976.8754,  318,  318,  330,5,5,1179, 851
   38, 7,3, 7871.724781, 5.319E-30, 2.446E-05,   29.7006,   42,   42,   54,5,6,1179, 851
   37, 7,2, 7871.790780, 7.794E-29, 5.616E-05,   40.5358,    9,    9,    9,5,6,1179, 855
   37, 7,2, 7872.270030, 3.213E-30, 3.287E-05,  951.1056,   53,   53,   51,5,5,1179, 855
   38, 7,3, 7872.296908, 7.130E-31, 3.171E-05,  905.0422,  306,  306,  294,5,6,1179, 851
   38, 7,3, 7872.419025, 4.532E-30, 1.138E-04,  770.6298,  282,  282,  282,5,6,1179, 851
   37, 7,2, 7872.421157, 2.073E-29, 1.184E-04,  814.9672,   49,   49,   49,5,6,1179, 855
   37, 7,2, 7872.650337, 2.906E-29, 2.545E-05,   28.9644,    7,    7,    9,5,6,1179, 855
   37, 7,2, 7872.671887, 2.619E-30, 2.674E-05,  950.7037,   53,   53,   55,5,5,1179, 855
   38, 7,3, 7872.691737, 5.774E-31, 2.563E-05,  904.6474,  306,  306,  318,5,6,1179, 851
   36, 7,1, 7873.199668, 2.504E-29, 2.526E-07,  791.4032,   47,   47,   45,5,4,1483,1484
   36, 7,1, 7873.199668, 3.264E-27, 3.293E-05,  791.4032,   47,   47,   45,5,6,1483,1484
   36, 7,1, 7873.203588, 1.940E-26, 1.153E-04,  664.2595,   43,   43,   43,5,6,1483,1484
   37, 7,2, 7873.268250, 4.370E-30, 3.302E-05,  880.7923,   51,   51,   49,5,6,1179, 855
   38, 7,3, 7873.283247, 9.645E-31, 3.186E-05,  835.5520,  294,  294,  282,5,6,1179, 851
   38, 7,3, 7873.316333, 5.920E-30, 1.138E-04,  706.6664,  270,  270,  270,5,6,1179, 851
   37, 7,2, 7873.332644, 2.726E-29, 1.184E-04,  750.0289,   47,   47,   47,5,6,1179, 855
   36, 7,1, 7873.548117, 9.990E-31, 6.245E-05, 2627.4258,   57,   57,   57,4,5,1179, 855
   36, 7,1, 7873.569725, 2.154E-29, 2.170E-07,  791.0331,   47,   47,   49,5,4,1483,1484
   36, 7,1, 7873.569725, 2.523E-27, 2.541E-05,  791.0331,   47,   47,   49,5,8,1483,1484
   37, 7,2, 7873.653354, 3.533E-30, 2.665E-05,  880.4072,   51,   51,   53,5,6,1179, 855
   38, 7,3, 7873.660755, 7.742E-31, 2.553E-05,  835.1744,  294,  294,  306,5,6,1179, 851
   36, 7,1, 7873.680410, 2.476E-31, 5.481E-10,   18.3372,    5,    5,    7,5,6,1483,1484
   36, 7,1, 7873.680410, 6.934E-27, 1.535E-05,   18.3372,    5,    5,    7,5,6,1483,1484
   38, 7,3, 7873.759630, 1.108E-29, 5.049E-05,   27.6658,   42,   42,   42,5,6,1179, 851
   38, 7,3, 7874.173639, 7.614E-30, 1.138E-04,  645.4660,  258,  258,  258,5,6,1179, 851
   37, 7,2, 7874.205129, 3.532E-29, 1.184E-04,  687.7777,   45,   45,   45,5,6,1179, 855
   37, 7,2, 7874.227227, 5.858E-30, 3.317E-05,  813.1611,   49,   49,   47,5,6,1179, 855
   38, 7,3, 7874.229346, 1.286E-30, 3.202E-05,  768.8195,  282,  282,  270,5,6,1179, 851
   36, 7,1, 7874.367690, 5.289E-31, 6.838E-05, 2790.8388,   61,   61,   59,4,5,1179, 855
   38, 7,3, 7874.589456, 1.022E-30, 2.541E-05,  768.4594,  282,  282,  294,5,6,1179, 851
   37, 7,2, 7874.595515, 4.695E-30, 2.654E-05,  812.7928,   49,   49,   51,5,6,1179, 855
   38, 7,3, 7874.630261, 2.497E-30, 1.524E-05,   18.5392,   30,   30,   42,5,6,1179, 851
   37, 7,2, 7874.680445, 6.083E-29, 5.278E-05,   26.9343,    7,    7,    7,5,6,1179, 855
   36, 7,1, 7874.848508, 3.108E-26, 1.151E-04,  546.7042,   39,   39,   39,5,6,1483,1484
   38, 7,3, 7874.991075, 9.642E-30, 1.138E-04,  587.0309,  246,  246,  246,5,6,1179, 851
   36, 7,1, 7875.027223, 4.300E-29, 2.535E-07,  662.4359,   43,   43,   41,5,4,1483,1484
   36, 7,1, 7875.027223, 5.635E-27, 3.322E-05,  662.4359,   43,   43,   41,5,6,1483,1484
   37, 7,2, 7875.038745, 4.507E-29, 1.184E-04,  628.2160,   43,   43,   43,5,6,1179, 855
   38, 7,3, 7875.135357, 1.688E-30, 3.218E-05,  704.8474,  270,  270,  258,5,6,1179, 851
   37, 7,2, 7875.147108, 7.741E-30, 3.333E-05,  748.2144,   47,   47,   45,5,6,1179, 855
   36, 7,1, 7875.361044, 3.663E-29, 2.156E-07,  662.1021,   43,   43,   45,5,4,1483,1484
   36, 7,1, 7875.361044, 4.270E-27, 2.513E-05,  662.1021,   43,   43,   45,5,8,1483,1484
   37, 7,2, 7875.477741, 1.362E-29, 1.585E-05,   18.1026,    5,    5,    7,5,6,1179, 855
   38, 7,3, 7875.477982, 1.329E-30, 2.529E-05,  704.5048,  270,  270,  282,5,6,1179, 851
   37, 7,2, 7875.498509, 6.145E-30, 2.642E-05,  747.8630,   47,   47,   49,5,6,1179, 855
   36, 7,1, 7875.629978, 5.898E-30, 1.294E-08,   16.3876,    5,    5,    9,5,4,1483,1484
   36, 7,1, 7875.764727, 1.283E-28, 2.813E-07,   16.2529,    5,    5,    5,5,4,1483,1484
   36, 7,1, 7875.764727, 1.887E-26, 4.137E-05,   16.2529,    5,    5,    5,5,6,1483,1484
   38, 7,3, 7875.768768, 1.202E-29, 1.138E-04,  531.3635,  234,  234,  234,5,6,1179, 851
   37, 7,2, 7875.833617, 5.664E-29, 1.184E-04,  571.3460,   41,   41,   41,5,6,1179, 855
   38, 7,3, 7876.001426, 2.185E-30, 3.238E-05,  643.6382,  258,  258,  246,5,6,1179, 851
   37, 7,2, 7876.028038, 1.008E-29, 3.350E-05,  685.9548,   45,   45,   43,5,6,1179, 855
   38, 7,3, 7876.326465, 1.700E-30, 2.515E-05,  643.3132,  258,  258,  270,5,6,1179, 851
   36, 7,1, 7876.329894, 4.659E-26, 1.148E-04,  440.5618,   35,   35,   35,5,6,1483,1484
   37, 7,2, 7876.362469, 7.921E-30, 2.629E-05,  685.6204,   45,   45,   47,5,6,1179, 855
   38, 7,3, 7876.506838, 1.474E-29, 1.138E-04,  478.4660,  222,  222,  222,5,6,1179, 851
   37, 7,2, 7876.589864, 7.007E-29, 1.183E-04,  517.1700,   39,   39,   39,5,6,1179, 855
   36, 7,1, 7876.602981, 4.889E-31, 6.256E-05, 2788.6035,   61,   61,   61,4,5,1179, 855
   36, 7,1, 7876.690495, 6.935E-29, 2.546E-07,  544.8622,   39,   39,   37,5,4,1483,1484
   36, 7,1, 7876.690495, 9.143E-27, 3.357E-05,  544.8622,   39,   39,   37,5,6,1483,1484
   38, 7,3, 7876.706884, 6.844E-30, 4.137E-05,   16.4625,   30,   30,   30,5,6,1179, 851
   38, 7,3, 7876.827697, 2.784E-30, 3.257E-05,  585.1943,  246,  246,  234,5,6,1179, 851
   37, 7,2, 7876.870155, 1.294E-29, 3.370E-05,  626.3846,   43,   43,   41,5,6,1179, 855
   36, 7,1, 7876.987580, 5.838E-29, 2.141E-07,  544.5651,   39,   39,   41,5,4,1483,1484
   36, 7,1, 7876.987580, 6.766E-27, 2.481E-05,  544.5651,   39,   39,   41,5,8,1483,1484
   38, 7,3, 7877.135033, 2.140E-30, 2.500E-05,  584.8870,  246,  246,  258,5,6,1179, 851
   37, 7,2, 7877.187522, 1.005E-29, 2.614E-05,  626.0672,   43,   43,   45,5,6,1179, 855
   38, 7,3, 7877.205400, 1.777E-29, 1.136E-04,  428.3404,  210,  210,  210,5,6,1179, 851
   36, 7,1, 7877.208903, 2.427E-31, 6.811E-05, 2963.2069,   65,   65,   63,4,5,1179, 855
   37, 7,2, 7877.307600, 8.534E-29, 1.183E-04,  465.6900,   37,   37,   37,5,6,1179, 855
   37, 7,2, 7877.547119, 3.760E-29, 4.335E-05,   16.0333,    5,    5,    5,5,6,1179, 855
   38, 7,3, 7877.614305, 3.495E-30, 3.280E-05,  529.5180,  234,  234,  222,5,6,1179, 851
   36, 7,1, 7877.648691, 1.457E-32, 2.559E-11,  345.8495,   31,   31,   31,5,6,1483,1484
   36, 7,1, 7877.648691, 6.520E-26, 1.145E-04,  345.8495,   31,   31,   31,5,6,1483,1484
   37, 7,2, 7877.673594, 1.637E-29, 3.392E-05,  569.5061,   41,   41,   39,5,6,1179, 855
   38, 7,3, 7877.864562, 2.108E-29, 1.136E-04,  380.9887,  198,  198,  198,5,6,1179, 851
   38, 7,3, 7877.903804, 2.649E-30, 2.483E-05,  529.2285,  234,  234,  246,5,6,1179, 851
   37, 7,2, 7877.973789, 1.256E-29, 2.599E-05,  569.2059,   41,   41,   43,5,6,1179, 855
   37, 7,2, 7877.986934, 1.023E-28, 1.183E-04,  416.9080,   35,   35,   35,5,6,1179, 855
   36, 7,1, 7878.190642, 1.048E-28, 2.560E-07,  438.7010,   35,   35,   33,5,4,1483,1484
   36, 7,1, 7878.190642, 1.393E-26, 3.403E-05,  438.7010,   35,   35,   33,5,6,1483,1484
   38, 7,3, 7878.361385, 4.319E-30, 3.305E-05,  476.6115,  222,  222,  210,5,6,1179, 851
   37, 7,2, 7878.438483, 2.040E-29, 3.415E-05,  515.3214,   39,   39,   37,5,6,1179, 855
   36, 7,1, 7878.450312, 1.000E-26, 2.440E-05,  438.4414,   35,   35,   37,5,8,1483,1484
   36, 7,1, 7878.450312, 8.695E-29, 2.122E-07,  438.4414,   35,   35,   37,5,4,1483,1484
   38, 7,3, 7878.484425, 2.457E-29, 1.135E-04,  336.4128,  186,  186,  186,5,6,1179, 851
   37, 7,2, 7878.627967, 1.205E-28, 1.181E-04,  370.8258,   33,   33,   33,5,6,1179, 855
   38, 7,3, 7878.632891, 3.225E-30, 2.465E-05,  476.3400,  222,  222,  234,5,6,1179, 851
   36, 7,1, 7878.711410, 2.072E-29, 3.719E-05, 1743.0133,   27,   27,   25,4,6,1179, 855
   37, 7,2, 7878.721381, 1.543E-29, 2.580E-05,  515.0385,   39,   39,   41,5,6,1179, 855
   36, 7,1, 7878.805738, 2.505E-32, 3.371E-11,  262.5827,   27,   27,   27,5,6,1483,1484
   36, 7,1, 7878.805738, 8.481E-26, 1.141E-04,  262.5827,   27,   27,   27,5,6,1483,1484
   38, 7,3, 7879.065085, 2.813E-29, 1.134E-04,  294.6144,  174,  174,  174,5,6,1179, 851
   38, 7,3, 7879.069068, 5.256E-30, 3.333E-05,  426.4768,  210,  210,  198,5,6,1179, 851
   37, 7,2, 7879.164951, 2.504E-29, 3.441E-05,  463.8327,   37,   37,   35,5,6,1179, 855
   37, 7,2, 7879.230796, 1.397E-28, 1.181E-04,  327.4452,   31,   31,   31,5,6,1179, 855
   38, 7,3, 7879.322395, 3.859E-30, 2.444E-05,  426.2234,  210,  210,  222,5,6,1179, 851
   37, 7,2, 7879.430405, 1.866E-29, 2.561E-05,  463.5672,   37,   37,   39,5,6,1179, 855
   36, 7,1, 7879.462007, 2.257E-31, 6.269E-05, 2960.9538,   65,   65,   65,4,5,1179, 855
   36, 7,1, 7879.528772, 1.483E-28, 2.582E-07,  343.9694,   31,   31,   29,5,4,1483,1484
   36, 7,1, 7879.528772, 1.988E-26, 3.461E-05,  343.9694,   31,   31,   29,5,6,1483,1484
   38, 7,3, 7879.606632, 3.162E-29, 1.133E-04,  255.5952,  162,  162,  162,5,6,1179, 851
   38, 7,3, 7879.737482, 6.296E-30, 3.364E-05,  379.1158,  198,  198,  186,5,6,1179, 851
   36, 7,1, 7879.750078, 1.206E-28, 2.097E-07,  343.7481,   31,   31,   33,5,4,1483,1484
   36, 7,1, 7879.750078, 1.376E-26, 2.393E-05,  343.7481,   31,   31,   33,5,8,1483,1484
   37, 7,2, 7879.795512, 1.591E-28, 1.180E-04,  286.7679,   29,   29,   29,5,6,1179, 855
   36, 7,1, 7879.801771, 1.019E-25, 1.136E-04,  190.7748,   23,   23,   23,5,6,1483,1484
   36, 7,1, 7879.801771, 4.161E-32, 4.637E-11,  190.7748,   23,   23,   23,5,6,1483,1484
   36, 7,1, 7879.851652, 1.052E-31, 6.791E-05, 3146.7193,   69,   69,   67,4,5,1179, 855
   37, 7,2, 7879.853119, 3.028E-29, 3.471E-05,  415.0418,   35,   35,   33,5,6,1179, 855
   38, 7,3, 7879.972412, 4.535E-30, 2.420E-05,  378.8809,  198,  198,  210,5,6,1179, 851
   37, 7,2, 7880.100957, 2.218E-29, 2.539E-05,  414.7940,   35,   35,   37,5,6,1179, 855
   38, 7,3, 7880.109149, 3.485E-29, 1.131E-04,  219.3566,  150,  150,  150,5,6,1179, 851
   37, 7,2, 7880.322199, 1.779E-28, 1.178E-04,  248.7954,   27,   27,   27,5,6,1179, 855
   38, 7,3, 7880.366757, 7.421E-30, 3.399E-05,  334.5305,  186,  186,  174,5,6,1179, 851
   37, 7,2, 7880.503111, 3.605E-29, 3.504E-05,  368.9507,   33,   33,   31,5,6,1179, 855
   38, 7,3, 7880.572714, 3.764E-29, 1.128E-04,  185.9002,  138,  138,  138,5,6,1179, 851
   38, 7,3, 7880.583027, 5.233E-30, 2.394E-05,  334.3142,  186,  186,  198,5,6,1179, 851
   36, 7,1, 7880.637424, 1.121E-25, 1.128E-04,  130.4375,   19,   19,   19,5,6,1483,1484
   36, 7,1, 7880.637424, 6.730E-32, 6.773E-11,  130.4375,   19,   19,   19,5,6,1483,1484
   36, 7,1, 7880.705993, 1.955E-28, 2.608E-07,  260.6824,   27,   27,   25,5,4,1483,1484
   36, 7,1, 7880.705993, 2.654E-26, 3.540E-05,  260.6824,   27,   27,   25,5,6,1483,1484
   37, 7,2, 7880.733129, 2.590E-29, 2.514E-05,  368.7207,   33,   33,   35,5,6,1179, 855
   37, 7,2, 7880.810936, 1.951E-28, 1.176E-04,  213.5291,   25,   25,   25,5,6,1179, 855
   36, 7,1, 7880.887552, 1.551E-28, 2.067E-07,  260.5009,   27,   27,   29,5,4,1483,1484
   36, 7,1, 7880.887552, 1.748E-26, 2.330E-05,  260.5009,   27,   27,   29,5,8,1483,1484
   38, 7,3, 7880.957023, 8.606E-30, 3.439E-05,  292.7225,  174,  174,  162,5,6,1179, 851
   38, 7,3, 7880.997398, 3.977E-29, 1.125E-04,  155.2271,  126,  126,  126,5,6,1179, 851
   37, 7,2, 7881.115046, 4.225E-29, 3.540E-05,  325.5610,   31,   31,   29,5,6,1179, 855
   38, 7,3, 7881.154315, 5.922E-30, 2.364E-05,  292.5252,  174,  174,  186,5,6,1179, 851
   37, 7,2, 7881.261797, 2.098E-28, 1.173E-04,  180.9705,   23,   23,   23,5,6,1179, 855
   36, 7,1, 7881.313226, 1.073E-31, 1.079E-10,   81.5805,   15,   15,   15,5,6,1483,1484
   36, 7,1, 7881.313226, 1.106E-25, 1.112E-04,   81.5805,   15,   15,   15,5,6,1483,1484
   37, 7,2, 7881.326999, 2.971E-29, 2.487E-05,  325.3490,   31,   31,   33,5,6,1179, 855
   38, 7,3, 7881.383267, 4.104E-29, 1.121E-04,  127.3387,  114,  114,  114,5,6,1179, 851
   38, 7,3, 7881.508415, 9.817E-30, 3.486E-05,  253.6934,  162,  162,  150,5,6,1179, 851
   37, 7,2, 7881.674850, 2.208E-28, 1.170E-04,  151.1207,   21,   21,   21,5,6,1179, 855
   38, 7,3, 7881.686337, 6.569E-30, 2.331E-05,  253.5155,  162,  162,  174,5,6,1179, 851
   37, 7,2, 7881.689049, 4.873E-29, 3.582E-05,  284.8744,   29,   29,   27,5,6,1179, 855
   36, 7,1, 7881.723517, 2.395E-28, 2.646E-07,  188.8531,   23,   23,   21,5,4,1483,1484
   36, 7,1, 7881.723517, 3.306E-26, 3.652E-05,  188.8531,   23,   23,   21,5,6,1483,1484
   38, 7,3, 7881.730380, 4.125E-29, 1.114E-04,  102.2361,  102,  102,  102,5,6,1179, 851
   36, 7,1, 7881.829606, 1.726E-31, 1.974E-10,   44.2117,   11,   11,   11,5,6,1483,1484
   36, 7,1, 7881.829606, 9.420E-26, 1.077E-04,   44.2117,   11,   11,   11,5,6,1483,1484
   36, 7,1, 7881.863203, 1.835E-28, 2.026E-07,  188.7134,   23,   23,   25,5,4,1483,1484
   36, 7,1, 7881.863203, 2.036E-26, 2.248E-05,  188.7134,   23,   23,   25,5,8,1483,1484
   37, 7,2, 7881.882641, 3.344E-29, 2.456E-05,  284.6808,   29,   29,   31,5,6,1179, 855
   38, 7,3, 7882.021078, 1.101E-29, 3.541E-05,  217.4447,  150,  150,  138,5,6,1179, 851
   38, 7,3, 7882.038790, 4.024E-29, 1.105E-04,   79.9201,   90,   90,   90,5,6,1179, 851
   37, 7,2, 7882.050155, 2.270E-28, 1.165E-04,  123.9809,   19,   19,   19,5,6,1179, 855
   36, 7,1, 7882.122522, 9.827E-32, 6.277E-05, 3144.4484,   69,   69,   69,4,5,1179, 855
   38, 7,3, 7882.179144, 7.131E-30, 2.292E-05,  217.2866,  150,  150,  162,5,6,1179, 851
   36, 7,1, 7882.186893, 2.891E-31, 4.581E-10,   18.3372,    7,    7,    7,5,6,1483,1484
   36, 7,1, 7882.186893, 6.074E-26, 9.625E-05,   18.3372,    7,    7,    7,5,6,1483,1484
   37, 7,2, 7882.225247, 5.531E-29, 3.632E-05,  246.8923,   27,   27,   25,5,6,1179, 855
   38, 7,3, 7882.308546, 3.787E-29, 1.092E-04,   60.3917,   78,   78,   78,5,6,1179, 851
   37, 7,2, 7882.387770, 2.275E-28, 1.159E-04,   99.5521,   17,   17,   17,5,6,1179, 855
   37, 7,2, 7882.400112, 3.690E-29, 2.421E-05,  246.7175,   27,   27,   29,5,6,1179, 855
   38, 7,3, 7882.495176, 1.213E-29, 3.604E-05,  183.9777,  138,  138,  126,5,6,1179, 851
   38, 7,3, 7882.539687, 3.407E-29, 1.070E-04,   43.6517,   66,   66,   66,5,6,1179, 851
   36, 7,1, 7882.582899, 2.708E-28, 2.701E-07,  128.4920,   19,   19,   17,5,4,1483,1484
   36, 7,1, 7882.582899, 3.829E-26, 3.819E-05,  128.4920,   19,   19,   17,5,6,1483,1484
   38, 7,3, 7882.632767, 7.565E-30, 2.246E-05,  183.8401,  138,  138,  150,5,6,1179, 851
   36, 7,1, 7882.677187, 1.972E-28, 1.966E-07,  128.3977,   19,   19,   21,5,4,1483,1484
